,Unnamed: 0,Unnamed: 0.1,title of tmdb_5000_credits,budget,original_language,popularity,release_date,revenue,vote_average,vote_count,key,runtime,cast_count,Top3cast_avg_rev,director_avg_revenue,director_avg_vote,Director_Number,country_count,company_count,genre_count,budget_relative_2020,trend_average,awardedcast,book,sequal,isenglish,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,ScienceFiction,TVMovie,Thriller,War,Western,Afghanistan,Algeria,Angola,Argentina,Aruba,Australia,Austria,Bahamas,Belgium,Bhutan,Bolivia,Bosnia and Herzegovina,Brazil,Bulgaria,Cambodia,Cameroon,Canada,Chile,China,Colombia,Cyprus,Czech Republic,Denmark,Dominica,Dominican Republic,Ecuador,Egypt,Fiji,Finland,France,Germany,Greece,Guadaloupe,Guyana,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kyrgyz Republic,Lebanon,Libyan Arab Jamahiriya,Lithuania,Luxembourg,Malaysia,Malta,Mexico,Monaco,Morocco,Netherlands,New Zealand,Nigeria,Norway,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Romania,Russia,Serbia,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Tunisia,Turkey,Ukraine,United Arab Emirates,United Kingdom,United States of America,company_Amblin Entertainment,company_BBC Films,company_Canal+,company_Castle Rock Entertainment,company_Columbia Pictures,company_Columbia Pictures Corporation,company_Davis Entertainment,company_Dimension Films,company_DreamWorks Animation,company_DreamWorks SKG,company_Dune Entertainment,company_Dune Entertainment III,company_Epsilon Motion Pictures,company_Film4,company_Focus Features,company_Fox 2000 Pictures,company_Fox Searchlight Pictures,company_Happy Madison Productions,company_Imagine Entertainment,company_Ingenious Film Partners,company_Lakeshore Entertainment,company_Legendary Pictures,company_Lions Gate Films,company_Lionsgate,company_Metro-Goldwyn-Mayer (MGM),company_Miramax Films,company_New Line Cinema,company_New Regency Pictures,company_Original Film,company_Paramount Pictures,company_Regency Enterprises,company_Relativity Media,company_Scott Free Productions,company_Scott Rudin Productions,company_Screen Gems,company_Silver Pictures,company_Spyglass Entertainment,company_Studio Babelsberg,company_StudioCanal,company_Summit Entertainment,company_TSG Entertainment,company_The Weinstein Company,company_Touchstone Pictures,company_TriStar Pictures,company_Twentieth Century Fox Film Corporation,company_UK Film Council,company_United Artists,company_Universal Pictures,company_Village Roadshow Pictures,company_Walt Disney Pictures,company_Warner Bros.,company_Working Title Films,company_others,release_month_1,release_month_2,release_month_3,release_month_4,release_month_5,release_month_6,release_month_7,release_month_8,release_month_9,release_month_10,release_month_11,release_month_12,revenue_relative_2020,year,AVE Inflation_x,Relative-Year2020 Value,YEAR_y,Relative-Year2020 Value wrong,Relative-Year2020 Value right,wrong budget
1244,1244,1862,Delivery Man,26000000,en,30.114383,2013-10-10,51164106,6.2,551,"['remake', 'sperm donor']",105.0,12,66420213.14940522,29086278.97517021,5.6,1,2,2,1,29427345.32472507,38.8013245,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57908608.28818607,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,22971830.878404785
1245,1245,1869,Homefront,22000000,en,35.737655,2013-11-27,43058898,6.4,875,"['based on novel', 'drug dealer', 'ex-cop', 'rural setting', 'undercover cop', 'methamphetamine', 'motorcycle gang', 'drug', 'revenge motive', 'father daughter relationship', 'lousiana bayou']",100.0,16,88191716.62817807,30072550.98342441,6.48,1,2,2,2,24900061.42861352,20.58278146,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,48734963.87492745,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,19437703.050957896
1246,1246,1879,Out of the Furnace,22000000,en,29.230297999999998,2013-12-06,15400000,6.5,720,"['prison', 'brother brother relationship', 'drug dealer', 'brother', 'revenge', 'drug use', 'car accident', 'justice', 'family', 'bare knuckle fighting', 'rust belt', 'neo-noir', 'manslaughter', 'social decay', 'ptsd']",116.0,41,197501180.8826989,44835544.67093132,6.533333333333334,1,2,5,3,24900061.42861352,6.430463576,1.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17430043.000029463,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,19437703.050957896
1247,1247,1881,Underdogs,22000000,es,14.866351000000002,2013-07-18,24000000,6.0,122,['soccer'],106.0,15,22273715.92938142,24411613.858781584,6.9,1,3,9,3,24900061.42861352,8.344370861,0.0,0.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,27163703.37666929,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,19437703.050957896
1248,1248,1910,The Conjuring,13000000,en,49.975409,2013-07-18,318000141,7.4,3092,"['sister sister relationship', 'exorcism', 'rhode island', 'based on true story', 'farmhouse', 'paranormal investigation', 'ghost', 'supernatural power', 'paranormal investigator', 'annabelle']",112.0,23,194771012.92340192,348976260.38277054,7.033333333333334,1,2,3,2,14713672.662362535,7.920529801,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,359919229.3276255,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,11485915.439202392
1249,1249,1917,12 Years a Slave,20000000,en,95.9229,2013-10-18,187000000,7.9,3674,"['whip', 'kidnapping', 'slavery', 'plantation', 'night shift', 'violin player', 'physical abuse', 'cotton', 'slave owner', '19th century', 'sold into slavery', 'abolitionist']",134.0,93,163428054.56838846,90152793.70340076,7.45,1,3,5,2,22636419.48055775,6.291390728,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,211650522.1432149,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,17670639.13723445
1250,1250,1947,Texas Chainsaw 3D,20000000,en,26.497025,2013-01-03,47241945,5.3,465,"['sequel', 'gore', 'leatherface', 'slasher', 'chainsaw', 'aftercreditsstinger', 'duringcreditsstinger']",92.0,20,36741343.08947261,49394531.51061703,5.65,1,2,2,2,22636419.48055775,8.450331126,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,53469424.20487188,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,17670639.13723445
1251,1251,1948,Scary Movie 5,20000000,en,36.819044,2013-04-11,78378744,4.6,793,"['sequel', 'parody', 'spoof', 'aftercreditsstinger', 'duringcreditsstinger']",86.0,19,52237832.89722795,43681820.83938339,5.86,1,2,1,1,22636419.48055775,15.59602649,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88710706.37716243,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,17670639.13723445
1252,1252,1961,The World's End,20000000,en,55.96460500000001,2013-07-18,46089287,6.7,1778,"['end of the world', 'apocalypse', 'trilogy', 'homage']",109.0,55,109659034.30410688,36940046.95930208,7.119999999999999,1,2,4,3,22636419.48055775,14.29801325,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,52164821.70459084,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,17670639.13723445
1253,1253,2013,Battle of the Year,20000000,en,8.237336,2013-09-21,16549477,5.9,88,"['musical', '3d']",110.0,13,11636329.289941005,14621991.798848068,5.9,1,2,1,2,22636419.48055775,11.56291391,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18731045.17779212,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,17670639.13723445
1254,1254,2015,Machete Kills,12000000,en,29.072964000000002,2013-09-12,15008161,5.3,631,"['mexico', 'white house', 'nuclear missile', 'machete', 'outer space']",107.0,22,45492335.65194469,47384622.94508911,5.911764705882352,1,2,7,3,13581851.688334648,17.70860927,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16986551.401387352,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,10602383.48234067
1255,1255,2037,The Frozen Ground,27220000,en,28.060471999999997,2013-07-18,5496951,6.1,465,"['gun', 'escape', 'serial killer', 'man hunt', 'hunting']",105.0,19,69628155.54232784,4856731.873803002,6.1,1,2,9,2,30808166.91303909,9.98013245,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6221564.435003568,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,24049739.865776084
1257,1257,2085,Blue Jasmine,18000000,en,34.694216,2013-07-25,99206215,7.0,1098,"['san francisco', 'sister sister relationship', 'new york city', 'rich', 'narcissism', 'xanax']",98.0,16,64943908.77534813,41496960.562259786,6.883333333333333,1,2,1,2,20372777.53250197,6.205298012999999,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,112283674.89092,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,15903575.223511005
1258,1258,2103,Getaway,18000000,en,16.520516,2013-08-29,10501938,4.9,246,[],90.0,12,86374502.62663423,9278797.831980484,4.9,1,3,10,2,20372777.53250197,27.41059603,1.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11886313.696340485,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,15903575.223511005
1259,1259,2109,Labor Day,18000000,en,17.683563,2013-12-27,20275812,6.7,299,"['escaped convict', 'depressed mom']",111.0,19,44485983.16642922,74188464.23970403,6.62,1,2,3,1,20372777.53250197,3.496688742,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22948589.287046324,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,15903575.223511005
1260,1260,2114,The Railway Man,18000000,en,13.916583,2013-12-26,22309223,6.7,273,"['post traumatic stress  disorder', 'japanese', 'world war ii', 'victim', 'autobiography', 'based on true story', 'history', 'revenge', 'redemption', 'torture']",116.0,34,25629858.6541596,19710911.453254547,6.7,1,3,6,2,20372777.53250197,12.21192053,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25250046.50566535,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,15903575.223511005
1261,1261,2117,Metallica: Through the Never,18000000,en,7.871686,2013-09-25,7972967,6.7,83,"['heavy metal', 'live concert']",93.0,7,26906784.44296096,43332586.47934566,6.066666666666666,1,2,2,1,20372777.53250197,13.01986755,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9023971.275832202,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,15903575.223511005
1262,1262,2130,Black Nativity,17500000,en,7.180403,2013-11-27,7018189,5.8,16,"['musical', 'based on stage musical', 'woman director', 'based on the bible', 'nativity', 'christmas']",93.0,9,30536226.00264685,6200794.260795415,5.8,1,2,2,2,19806867.045488026,9.721854305,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7943333.509891803,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,15461809.245080143
1263,1263,2139,The Best Man Holiday,17000000,en,7.210095,2013-11-15,71625195,6.7,110,['best man'],123.0,12,40717375.13011694,43681820.83938339,5.86,1,2,1,1,19240956.55847408,4.225165563,1.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,81066897.96983737,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,15020043.266649282
1264,1264,2151,Evil Dead,17000000,en,33.912116,2013-04-05,97542952,6.4,1723,"['remake', 'demon', 'necronomicon', 'duringcreditsstinger']",91.0,14,86182315.25862907,86182315.25862907,6.4,1,2,3,1,19240956.55847408,10.20529801,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110401158.94219546,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,15020043.266649282
1265,1265,2197,The Immigrant,16000000,en,13.832464000000002,2013-07-03,5867686,6.2,250,"['new york', 'corruption', 'sister sister relationship', 'magic', 'immigrant', 'nudity', 'nightmare', 'ship', 'quarantine', 'love', 'murder', 'money', 'escape', 'doctor', 'prostitution', 'poland', 'illness']",117.0,9,122482071.11465567,16984864.36330687,6.433333333333334,1,2,2,2,18109135.5844462,26.64900662,1.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6641170.083809798,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,14136511.30978756
1266,1266,2198,Trance,20000000,en,38.802415,2013-03-27,24261569,6.5,956,"['amnesia', 'art thief', 'hypnotism', 'heist movie', 'duringcreditsstinger']",101.0,15,117739471.84443676,71995341.99529752,7.0124999999999975,1,3,4,4,22636419.48055775,64.11920529999999,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27459752.6570248,2013,1.5,1.1318209740278873,2013,0.8835319568617225,1.1318209740278873,17670639.13723445
